sequence,rf_fitness,oracle_prediction,timestep,difference,absolute_error
"[2, 0, 1, 2, 0, 3, 2, 1]",0.428795627951622,0.43082184,2,-0.002026208043098443,0.002026208043098443
"[2, 2, 1, 2, 0, 3, 2, 1]",0.4308252212405205,0.4055373,2,0.02528791397809982,0.02528791397809982
"[2, 2, 1, 2, 3, 3, 2, 1]",0.43226956903934477,0.33104685,2,0.10122271955013273,0.10122271955013273
"[2, 2, 1, 2, 3, 3, 2, 0]",0.43337228655815124,0.33104685,2,0.1023254370689392,0.1023254370689392
"[2, 2, 3, 2, 3, 3, 2, 0]",0.6547074937820434,0.6499783,2,0.004729213714599556,0.004729213714599556
[2 0 1 0 0 3 2 1],0,0.39573154,2,-0.39573153853416443,0.39573153853416443
"[2, 0, 1, 0, 0, 0, 2, 1]",0.4034728226065636,0.40146703,2,0.0020057973265648066,0.0020057973265648066
"[2, 0, 1, 3, 0, 0, 2, 1]",0.414087835252285,0.37754983,2,0.03653800815343855,0.03653800815343855
"[2, 0, 1, 2, 0, 0, 2, 1]",0.4294143322110176,0.35641074,2,0.07300359040498733,0.07300359040498733
"[2, 0, 1, 2, 0, 0, 2, 1]",0.4294143322110176,0.35641074,2,0.07300359040498733,0.07300359040498733
"[2, 0, 1, 2, 0, 0, 2, 1]",0.4294143322110176,0.35641074,2,0.07300359040498733,0.07300359040498733
[2 0 1 0 0 3 2 1],0,0.39573154,2,-0.39573153853416443,0.39573153853416443
"[2, 0, 1, 0, 0, 3, 1, 1]",0.4014574432373047,0.53197634,2,-0.1305188989639282,0.1305188989639282
"[2, 0, 1, 0, 2, 3, 1, 1]",0.4068572121858597,0.3081872,2,0.09867002546787262,0.09867002546787262
"[2, 0, 3, 0, 2, 3, 1, 1]",0.7734720206260681,0.8297007,2,-0.0562286877632141,0.0562286877632141
"[2, 0, 3, 0, 2, 3, 1, 1]",0.7734720206260681,0.8297007,2,-0.0562286877632141,0.0562286877632141
"[2, 0, 3, 0, 2, 3, 1, 1]",0.7734720206260681,0.8297007,2,-0.0562286877632141,0.0562286877632141
[2 0 1 0 0 3 2 1],0,0.39573154,2,-0.39573153853416443,0.39573153853416443
"[2, 1, 1, 0, 0, 3, 2, 1]",0.41702267944812776,0.3757857,2,0.041236971020698565,0.041236971020698565
"[2, 1, 1, 0, 0, 3, 2, 1]",0.41702267944812776,0.3757857,2,0.041236971020698565,0.041236971020698565
"[2, 1, 1, 0, 0, 1, 2, 1]",0.42047867834568026,0.29261488,2,0.12786380112171175,0.12786380112171175
"[2, 1, 1, 0, 0, 1, 1, 1]",0.4329738834500313,0.3268853,2,0.10608857065439226,0.10608857065439226
"[2, 1, 1, 0, 0, 0, 1, 1]",0.43464351683855057,0.3086787,2,0.12596483021974564,0.12596483021974564
[2 0 1 0 0 3 2 1],0,0.39573154,3,-0.39573153853416443,0.39573153853416443
"[2, 0, 1, 0, 0, 0, 2, 1]",0.38665116906166075,0.40146703,3,-0.01481585621833803,0.01481585621833803
"[2, 0, 1, 0, 0, 0, 2, 1]",0.38665116906166075,0.40146703,3,-0.01481585621833803,0.01481585621833803
"[0, 0, 1, 0, 0, 0, 2, 1]",0.3894813311100006,0.51879627,3,-0.12931493401527405,0.12931493401527405
"[0, 0, 1, 0, 0, 0, 0, 1]",0.5081447434425354,0.5925736,3,-0.08442883968353276,0.08442883968353276
"[0, 0, 1, 0, 0, 0, 0, 1]",0.5081447434425354,0.5925736,3,-0.08442883968353276,0.08442883968353276
[2 0 1 0 0 3 2 1],0,0.39573154,3,-0.39573153853416443,0.39573153853416443
"[3, 0, 1, 0, 0, 3, 2, 1]",0.4056737765669823,0.5067961,3,-0.10112234503030776,0.10112234503030776
"[3, 0, 1, 0, 0, 3, 2, 1]",0.4056737765669823,0.5067961,3,-0.10112234503030776,0.10112234503030776
"[3, 0, 1, 0, 0, 3, 2, 1]",0.4056737765669823,0.5067961,3,-0.10112234503030776,0.10112234503030776
"[3, 0, 2, 0, 0, 3, 2, 1]",0.4958132100105286,0.46624178,3,0.029571433067321795,0.029571433067321795
"[3, 0, 2, 0, 0, 3, 2, 1]",0.4958132100105286,0.46624178,3,0.029571433067321795,0.029571433067321795
[2 0 1 0 0 3 2 1],0,0.39573154,3,-0.39573153853416443,0.39573153853416443
"[2, 0, 3, 0, 0, 3, 2, 1]",0.7760935369133949,0.7167327,3,0.059360856115817984,0.059360856115817984
"[2, 0, 3, 0, 0, 3, 3, 1]",0.8162342208623886,0.72037846,3,0.09585576236248017,0.09585576236248017
"[2, 0, 3, 0, 0, 3, 3, 1]",0.8162342208623886,0.72037846,3,0.09585576236248017,0.09585576236248017
"[2, 0, 3, 0, 0, 3, 3, 1]",0.8162342208623886,0.72037846,3,0.09585576236248017,0.09585576236248017
"[2, 0, 3, 0, 0, 3, 3, 1]",0.8162342208623886,0.72037846,3,0.09585576236248017,0.09585576236248017
[2 0 1 0 0 3 2 1],0,0.39573154,3,-0.39573153853416443,0.39573153853416443
"[2, 0, 1, 0, 0, 3, 2, 0]",0.3963634142279625,0.39573154,3,0.0006318756937980785,0.0006318756937980785
"[2, 0, 1, 0, 0, 3, 2, 0]",0.3963634142279625,0.39573154,3,0.0006318756937980785,0.0006318756937980785
"[2, 0, 1, 3, 0, 3, 2, 0]",0.41351437121629714,0.42097783,3,-0.007463459670543682,0.007463459670543682
"[2, 0, 1, 3, 0, 3, 2, 0]",0.41351437121629714,0.42097783,3,-0.007463459670543682,0.007463459670543682
"[2, 0, 1, 3, 0, 3, 0, 0]",0.6842953246831894,0.6830249,3,0.0012704414129257602,0.0012704414129257602
[2 0 1 0 0 3 2 1],0,0.39573154,3,-0.39573153853416443,0.39573153853416443
"[0, 0, 1, 0, 0, 3, 2, 1]",0.4006672552227974,0.46117014,3,-0.06050288170576096,0.06050288170576096
"[0, 0, 1, 0, 0, 3, 2, 1]",0.4006672552227974,0.46117014,3,-0.06050288170576096,0.06050288170576096
"[0, 0, 1, 0, 0, 3, 2, 1]",0.4006672552227974,0.46117014,3,-0.06050288170576096,0.06050288170576096
"[0, 0, 1, 0, 0, 3, 2, 0]",0.4012088629603386,0.46117014,3,-0.059961273968219764,0.059961273968219764
"[0, 0, 1, 0, 0, 3, 2, 0]",0.4012088629603386,0.46117014,3,-0.059961273968219764,0.059961273968219764
[2 0 1 0 0 3 2 1],0,0.39573154,3,-0.39573153853416443,0.39573153853416443
"[2, 1, 1, 0, 0, 3, 2, 1]",0.37262555956840515,0.3757857,3,-0.003160148859024048,0.003160148859024048
"[2, 1, 1, 0, 0, 3, 2, 1]",0.37262555956840515,0.3757857,3,-0.003160148859024048,0.003160148859024048
"[2, 1, 1, 0, 0, 3, 2, 1]",0.37262555956840515,0.3757857,3,-0.003160148859024048,0.003160148859024048
"[1, 1, 1, 0, 0, 3, 2, 1]",0.3744346809387207,0.42974,3,-0.05530533075332644,0.05530533075332644
"[1, 1, 1, 0, 0, 3, 2, 0]",0.375470418035984,0.42974,3,-0.0542695936560631,0.0542695936560631
[2 0 1 0 0 3 2 1],0,0.39573154,3,-0.39573153853416443,0.39573153853416443
"[2, 1, 1, 0, 0, 3, 2, 1]",0.37262555956840515,0.3757857,3,-0.003160148859024048,0.003160148859024048
"[2, 1, 1, 0, 0, 3, 2, 1]",0.37262555956840515,0.3757857,3,-0.003160148859024048,0.003160148859024048
"[2, 1, 1, 0, 0, 3, 2, 2]",0.37316692143678665,0.3757857,3,-0.002618786990642552,0.002618786990642552
"[2, 3, 1, 0, 0, 3, 2, 2]",0.38597444236278533,0.44830042,3,-0.062325978875160226,0.062325978875160226
"[2, 3, 0, 0, 0, 3, 2, 2]",0.44828404039144515,0.48389065,3,-0.03560661226511003,0.03560661226511003
[2 0 1 0 0 3 2 1],0,0.39573154,3,-0.39573153853416443,0.39573153853416443
"[2, 0, 3, 0, 0, 3, 2, 1]",0.7760935369133949,0.7167327,3,0.059360856115817984,0.059360856115817984
"[2, 0, 3, 0, 0, 3, 2, 1]",0.7760935369133949,0.7167327,3,0.059360856115817984,0.059360856115817984
"[0, 0, 3, 0, 0, 3, 2, 1]",0.778550333082676,0.6060634,3,0.1724869075417519,0.1724869075417519
"[0, 0, 3, 0, 0, 3, 2, 1]",0.778550333082676,0.6060634,3,0.1724869075417519,0.1724869075417519
"[0, 0, 3, 0, 2, 3, 2, 1]",0.7862907135486603,0.57092875,3,0.21536196112632755,0.21536196112632755
[2 0 1 0 0 3 2 1],0,0.39573154,3,-0.39573153853416443,0.39573153853416443
"[2, 0, 1, 0, 2, 3, 2, 1]",0.3643005007505417,0.400387,3,-0.03608648836612699,0.03608648836612699
"[0, 0, 1, 0, 2, 3, 2, 1]",0.36878152936697006,0.44493917,3,-0.07615763694047928,0.07615763694047928
"[0, 0, 1, 0, 2, 3, 2, 1]",0.36878152936697006,0.44493917,3,-0.07615763694047928,0.07615763694047928
"[0, 0, 1, 0, 2, 3, 2, 1]",0.36878152936697006,0.44493917,3,-0.07615763694047928,0.07615763694047928
"[0, 0, 1, 0, 2, 3, 2, 1]",0.36878152936697006,0.44493917,3,-0.07615763694047928,0.07615763694047928
[2 0 1 0 0 3 2 1],0,0.39573154,3,-0.39573153853416443,0.39573153853416443
"[2, 0, 1, 0, 0, 3, 1, 1]",0.4742935302853584,0.53197634,3,-0.05768281191587449,0.05768281191587449
"[2, 0, 1, 3, 0, 3, 1, 1]",0.47532493889331817,0.82783216,3,-0.35250722348690033,0.35250722348690033
"[2, 0, 1, 3, 0, 3, 1, 1]",0.47532493889331817,0.82783216,3,-0.35250722348690033,0.35250722348690033
"[2, 0, 1, 3, 0, 3, 1, 1]",0.47532493889331817,0.82783216,3,-0.35250722348690033,0.35250722348690033
"[2, 0, 1, 3, 0, 3, 1, 1]",0.47532493889331817,0.82783216,3,-0.35250722348690033,0.35250722348690033
[2 0 1 0 0 3 2 1],0,0.39573154,4,-0.39573153853416443,0.39573153853416443
"[2, 0, 2, 0, 0, 3, 2, 1]",0.41121635764837267,0.44253397,4,-0.031317612230777725,0.031317612230777725
"[3, 0, 2, 0, 0, 3, 2, 1]",0.47810346245765684,0.46624178,4,0.011861685514450049,0.011861685514450049
"[3, 0, 3, 0, 0, 3, 2, 1]",0.6732203245162964,0.73190796,4,-0.05868763923645015,0.05868763923645015
"[3, 0, 3, 0, 0, 3, 2, 1]",0.6732203245162964,0.73190796,4,-0.05868763923645015,0.05868763923645015
"[3, 0, 3, 0, 0, 3, 2, 1]",0.6732203245162964,0.73190796,4,-0.05868763923645015,0.05868763923645015
[2 0 1 0 0 3 2 1],0,0.39573154,4,-0.39573153853416443,0.39573153853416443
"[3, 0, 1, 0, 0, 3, 2, 1]",0.505528774857521,0.5067961,4,-0.0012673467397690263,0.0012673467397690263
"[3, 0, 1, 0, 0, 3, 2, 1]",0.505528774857521,0.5067961,4,-0.0012673467397690263,0.0012673467397690263
"[3, 0, 1, 2, 0, 3, 2, 1]",0.5087391352653503,0.50858235,4,0.00015678167343136096,0.00015678167343136096
"[3, 0, 1, 2, 0, 3, 2, 1]",0.5087391352653503,0.50858235,4,0.00015678167343136096,0.00015678167343136096
"[3, 0, 1, 2, 0, 3, 3, 1]",0.7202003222703933,0.5469026,4,0.17329772531986232,0.17329772531986232
[2 0 1 0 0 3 2 1],0,0.39573154,4,-0.39573153853416443,0.39573153853416443
"[2, 2, 1, 0, 0, 3, 2, 1]",0.39005542010068894,0.33496642,4,0.05508899897336961,0.05508899897336961
"[2, 2, 1, 3, 0, 3, 2, 1]",0.40850178986787794,0.43875015,4,-0.030248357951641103,0.030248357951641103
"[1, 2, 1, 3, 0, 3, 2, 1]",0.446007531285286,0.41341916,4,0.03258837401866915,0.03258837401866915
"[0, 2, 1, 3, 0, 3, 2, 1]",0.45768712759017943,0.47213012,4,-0.014442992210388195,0.014442992210388195
"[0, 2, 1, 3, 0, 3, 3, 1]",0.7594115519523621,0.5752274,4,0.18418417215347294,0.18418417215347294
[2 0 1 0 0 3 2 1],0,0.39573154,4,-0.39573153853416443,0.39573153853416443
"[0, 0, 1, 0, 0, 3, 2, 1]",0.46187803864479066,0.46117014,4,0.0007079017162323065,0.0007079017162323065
"[3, 0, 1, 0, 0, 3, 2, 1]",0.505528774857521,0.5067961,4,-0.0012673467397690263,0.0012673467397690263
"[3, 0, 1, 0, 0, 3, 2, 1]",0.505528774857521,0.5067961,4,-0.0012673467397690263,0.0012673467397690263
"[3, 0, 1, 0, 0, 3, 2, 1]",0.505528774857521,0.5067961,4,-0.0012673467397690263,0.0012673467397690263
"[3, 0, 1, 3, 0, 3, 2, 1]",0.5087391352653503,0.56234735,4,-0.05360821723937992,0.05360821723937992
[2 0 1 0 0 3 2 1],0,0.39573154,4,-0.39573153853416443,0.39573153853416443
"[2, 0, 1, 0, 3, 3, 2, 1]",0.3973609462380409,0.40475833,4,-0.007397387921810161,0.007397387921810161
"[1, 0, 1, 0, 3, 3, 2, 1]",0.44522817999124525,0.43207562,4,0.013152560293674453,0.013152560293674453
"[1, 0, 1, 2, 3, 3, 2, 1]",0.4488948002457619,0.37983727,4,0.06905752569437029,0.06905752569437029
"[1, 0, 1, 2, 3, 3, 2, 1]",0.4488948002457619,0.37983727,4,0.06905752569437029,0.06905752569437029
"[1, 0, 2, 2, 3, 3, 2, 1]",0.4562788435816765,0.38092536,4,0.07535348623991012,0.07535348623991012
[2 0 1 0 0 3 2 1],0,0.39573154,4,-0.39573153853416443,0.39573153853416443
"[2, 0, 1, 2, 0, 3, 2, 1]",0.41015106171369553,0.43082184,4,-0.02067077428102493,0.02067077428102493
"[2, 0, 1, 2, 0, 3, 2, 3]",0.4109084504842758,0.43082184,4,-0.019913385510444637,0.019913385510444637
"[2, 0, 2, 2, 0, 3, 2, 3]",0.42513095498085024,0.5077217,4,-0.08259076714515684,0.08259076714515684
"[2, 0, 2, 2, 3, 3, 2, 3]",0.42592238157987594,0.35978636,4,0.06613602012395858,0.06613602012395858
"[2, 0, 2, 2, 3, 3, 2, 3]",0.42592238157987594,0.35978636,4,0.06613602012395858,0.06613602012395858
[2 0 1 0 0 3 2 1],0,0.39573154,4,-0.39573153853416443,0.39573153853416443
"[2, 0, 1, 0, 0, 3, 2, 2]",0.4085297524929047,0.39573154,4,0.012798213958740257,0.012798213958740257
"[0, 0, 1, 0, 0, 3, 2, 2]",0.46100782722234723,0.46117014,4,-0.00016230970621111673,0.00016230970621111673
"[0, 0, 2, 0, 0, 3, 2, 2]",0.46700642436742784,0.42318392,4,0.04382250636816026,0.04382250636816026
"[0, 0, 2, 0, 0, 3, 2, 2]",0.46700642436742784,0.42318392,4,0.04382250636816026,0.04382250636816026
"[0, 0, 2, 0, 0, 3, 2, 2]",0.46700642436742784,0.42318392,4,0.04382250636816026,0.04382250636816026
[2 0 1 0 0 3 2 1],0,0.39573154,4,-0.39573153853416443,0.39573153853416443
"[2, 0, 1, 0, 0, 1, 2, 1]",0.3980257332324982,0.37548333,4,0.022542399168014537,0.022542399168014537
"[2, 0, 1, 0, 3, 1, 2, 1]",0.39897097676992416,0.38608873,4,0.012882247865200036,0.012882247865200036
"[2, 0, 1, 0, 3, 1, 2, 1]",0.39897097676992416,0.38608873,4,0.012882247865200036,0.012882247865200036
"[2, 0, 1, 0, 3, 1, 0, 1]",0.6064782494306564,0.46115267,4,0.14532557666301726,0.14532557666301726
"[2, 0, 1, 0, 3, 1, 0, 1]",0.6064782494306564,0.46115267,4,0.14532557666301726,0.14532557666301726
[2 0 1 0 0 3 2 1],0,0.39573154,4,-0.39573153853416443,0.39573153853416443
"[2, 0, 1, 0, 1, 3, 2, 1]",0.3973609462380409,0.55410695,4,-0.15674600452184678,0.15674600452184678
"[1, 0, 1, 0, 1, 3, 2, 1]",0.44522817999124525,0.4026857,4,0.04254247814416884,0.04254247814416884
"[1, 0, 1, 0, 1, 3, 3, 1]",0.6479386711120605,0.44801015,4,0.1999285244941711,0.1999285244941711
"[1, 0, 1, 0, 1, 3, 3, 1]",0.6479386711120605,0.44801015,4,0.1999285244941711,0.1999285244941711
"[1, 0, 1, 0, 1, 3, 3, 1]",0.6479386711120605,0.44801015,4,0.1999285244941711,0.1999285244941711
[2 0 1 0 0 3 2 1],0,0.39573154,4,-0.39573153853416443,0.39573153853416443
"[2, 0, 2, 0, 0, 3, 2, 1]",0.41121635764837267,0.44253397,4,-0.031317612230777725,0.031317612230777725
"[2, 0, 2, 0, 0, 2, 2, 1]",0.41333848774433135,0.57523745,4,-0.16189896523952485,0.16189896523952485
"[2, 0, 2, 0, 0, 2, 2, 1]",0.41333848774433135,0.57523745,4,-0.16189896523952485,0.16189896523952485
